year,direction,tag,count
2015,am_biomedical,porous surfaces,1
2015,am_biomedical,porous titanium,26
2015,am_biomedical,porous titanium alloy,1
2015,am_biomedical,porous titanium implants,1
2015,am_biomedical,porous titanium scaffold,1
2015,am_biomedical,post-process,1
2015,am_biomedical,post-process operations,1
2015,am_biomedical,powder metallurgy,4
2015,am_biomedical,process parameters,1
2015,am_biomedical,qualification methodology,1
2015,am_biomedical,rabbit model,2
2015,am_biomedical,rapid prototyping,1
2015,am_biomedical,rat model,1
2015,am_biomedical,regular structure,1
2015,am_biomedical,relative density,1
2015,am_biomedical,residual stress,1
2015,am_biomedical,roughness,1
2015,am_biomedical,scaffold,2
2015,am_biomedical,scan strategy,1
2015,am_biomedical,segmental bone defect,2
2015,am_biomedical,segmental defect,1
2015,am_biomedical,selective laser melting,68
2015,am_biomedical,selective laser sintering,1
2015,am_biomedical,severe plastic deformation,1
2015,am_biomedical,sheep model,1
2015,am_biomedical,sintering,1
2015,am_biomedical,solidification,1
2015,am_biomedical,space holder,3
2015,am_biomedical,stainless steel,1
2015,am_biomedical,stiffness,1
2015,am_biomedical,stiffness matching,3
2015,am_biomedical,strength-to-modulus ratio,1
2015,am_biomedical,stress shielding,8
2015,am_biomedical,strontium,1
2015,am_biomedical,structural analysis,1
2015,am_biomedical,surface finishing,1
2015,am_biomedical,surface functionalization,1
2015,am_biomedical,surface modification,7
2015,am_biomedical,surface quality,2
2015,am_biomedical,surface roughness,5
2015,am_biomedical,surface texturing,1
2015,am_biomedical,surface treatment,1
2015,am_biomedical,tensile properties,1
2015,am_biomedical,tensile strength,3
2015,am_biomedical,tensile test,1
2015,am_biomedical,tissue engineering,1
2015,am_biomedical,titanium,5
2015,am_biomedical,titanium alloy,2
2015,am_biomedical,titanium alloys,1
2015,am_biomedical,titanium implant,2
2015,am_biomedical,titanium implants,1
2015,am_biomedical,titanium matrix composites,1
2015,am_biomedical,titanium scaffold,2
2015,am_biomedical,titanium surface modification,1
2015,am_biomedical,topological optimization,1
2015,am_biomedical,torsional fretting,1
2015,am_biomedical,trabecular bone implant,1
2015,am_biomedical,trans-femoral implant,1
2015,am_biomedical,unit cell,1
2015,fea_surrogate,4D-CT,1
2015,fea_surrogate,AAA,1
2015,fea_surrogate,Bayes' theorem,1
2015,fea_surrogate,Bayesian,2
2015,fea_surrogate,Bayesian UQ,1
2015,fea_surrogate,Bayesian active learning,1
2015,fea_surrogate,Bayesian calibration,3
2015,fea_surrogate,Bayesian estimation,2
2015,fea_surrogate,Bayesian experimental design,1
2015,fea_surrogate,Bayesian filtering,1
2015,fea_surrogate,Bayesian inference,12
2015,fea_surrogate,Bayesian inverse problems,1
2015,fea_surrogate,Bayesian inversion,1
2015,fea_surrogate,Bayesian learning,1
2015,fea_surrogate,Bayesian modeling,1
2015,fea_surrogate,Bayesian neural networks,1
2015,fea_surrogate,Bayesian optimization,18
2015,fea_surrogate,Bayesian parameter estimation,1
2015,fea_surrogate,Bayesian uncertainty quantification,1
2015,fea_surrogate,CAE,1
2015,fea_surrogate,CFD,2
2015,fea_surrogate,CO2 storage,1
2015,fea_surrogate,CT-FFR,1
2015,fea_surrogate,Cramer-Rao lower bound,1
2015,fea_surrogate,Differential Evolution,1
2015,fea_surrogate,EGO,1
2015,fea_surrogate,Expected Improvement,2
2015,fea_surrogate,FEA,1
2015,fea_surrogate,FEniCS,1
2015,fea_surrogate,FORM,1
2015,fea_surrogate,Fisher information,1
2015,fea_surrogate,GMsFEM,1
2015,fea_surrogate,Gaussian process,33
2015,fea_surrogate,Gaussian process emulation,1
2015,fea_surrogate,Gaussian process metamodeling,1
2015,fea_surrogate,Gaussian process surrogate,2
2015,fea_surrogate,Gaussian processes,4
2015,fea_surrogate,Gaussian-Markov random fields,1
2015,fea_surrogate,Hamilton-Jacobi-Bellman,1
2015,fea_surrogate,Hamiltonian Monte Carlo,2
2015,fea_surrogate,Hermite polynomial expansion,1
2015,fea_surrogate,History Matching,1
2015,fea_surrogate,IAGO,1
2015,fea_surrogate,Karhunen-Loeve expansion,1
2015,fea_surrogate,Kennedy-O'Hagan framework,1
2015,fea_surrogate,Kriging,6
2015,fea_surrogate,Kriging surrogate,1
2015,fea_surrogate,Kronecker product,1
2015,fea_surrogate,Latin hypercube sampling,1
2015,fea_surrogate,Liouville equation,1
2015,fea_surrogate,Lipschitz continuity,4
2015,fea_surrogate,MATLAB,1
2015,fea_surrogate,MCMC,3
2015,fea_surrogate,MCMC acceleration,1
2015,fea_surrogate,Mercer kernels,1
2015,fea_surrogate,Mondrian forests,1
2015,fea_surrogate,Monte Carlo,3
2015,fea_surrogate,Monte Carlo simulation,2
2015,fea_surrogate,Morris screening,1
2015,fea_surrogate,NAFEMS,1
2015,fea_surrogate,NASA challenge,1
2015,fea_surrogate,PDE,2
2015,fea_surrogate,PDE simulation,1
2015,fea_surrogate,PDE-constrained optimization,2
2015,fea_surrogate,PDF estimation,1
2015,fea_surrogate,PESC,1
2015,fea_surrogate,POD reduced model,1
2015,fea_surrogate,POD-Galerkin,1
2015,fea_surrogate,Pareto front,1
2015,fea_surrogate,Pareto set,1
2015,fea_surrogate,Python,1
2015,fea_surrogate,RANS,1
2015,fea_surrogate,RBDO,1
2015,fea_surrogate,Reservoir Modeling,1
2015,fea_surrogate,SGLD,1
2015,fea_surrogate,SPDEs,1
2015,fea_surrogate,Smolyak,1
2015,fea_surrogate,Smolyak interpolation,1
2015,fea_surrogate,UQLab,2
2015,fea_surrogate,Uncertainty Quantification,1
2015,fea_surrogate,Variational Bayesian,1
2015,fea_surrogate,Volterra integral equation,1
2015,fea_surrogate,acoustic radiation force imaging,1
2015,fea_surrogate,acquisition function,1
2015,fea_surrogate,active learning,13
2015,fea_surrogate,adaptive kriging,1
2015,fea_surrogate,adaptive numerical method,1
2015,fea_surrogate,adaptive sampling,3
2015,fea_surrogate,adaptive surrogate,1
2015,fea_surrogate,additive manufacturing,3
2015,fea_surrogate,adjoint method,2
2015,fea_surrogate,aerodynamic,1
2015,fea_surrogate,aerodynamics,1
2015,fea_surrogate,aerospace,1
2015,fea_surrogate,airfoil,1
2015,fea_surrogate,aleatory uncertainty,4
2015,fea_surrogate,anchored ANOVA,1
2015,fea_surrogate,aortic phantom,1
2015,fea_surrogate,artificial neural networks,1
2015,fea_surrogate,bagging,1
2015,fea_surrogate,batch Bayesian optimization,1
2015,fea_surrogate,batch design,1
2015,fea_surrogate,batch optimization,1
2015,fea_surrogate,batch selection,2
2015,fea_surrogate,bayesian inference,1
2015,fea_surrogate,bayesian-optimization,1
2015,fea_surrogate,big data,1
2015,fea_surrogate,biological systems,1
2015,fea_surrogate,biomechanics,4
2015,fea_surrogate,black-box function,1
2015,fea_surrogate,black-box optimization,2
2015,fea_surrogate,black-box simulation,1
2015,fea_surrogate,blood pump,1
2015,fea_surrogate,build orientation optimization,1
2015,fea_surrogate,cardiovascular modeling,1
2015,fea_surrogate,classification,2
2015,fea_surrogate,co-kriging,1
2015,fea_surrogate,complex models,1
2015,fea_surrogate,component mode synthesis,1
2015,fea_surrogate,composite structures,2
2015,fea_surrogate,compressed sensing,1
2015,fea_surrogate,compressive sampling,1
2015,fea_surrogate,compressive sensing,1
2015,fea_surrogate,computation,1
2015,fea_surrogate,computational acceleration,1
2015,fea_surrogate,computational complexity,1
2015,fea_surrogate,computational efficiency,4
2015,fea_surrogate,computational mechanics,1
2015,fea_surrogate,computationally intensive models,1
2015,fea_surrogate,computer experiments,3
2015,fea_surrogate,computer simulation,1
2015,fea_surrogate,constrained Bayesian optimization,1
2015,fea_surrogate,constrained-optimization,1
2015,fea_surrogate,constraint handling,1
2015,fea_surrogate,contextual policy search,1
2015,fea_surrogate,copula,1
2015,fea_surrogate,covariance decomposition,1
2015,fea_surrogate,curse of dimensionality,1
2015,fea_surrogate,damage assessment,1
2015,fea_surrogate,data-driven,2
2015,fea_surrogate,data-efficient learning,1
2015,fea_surrogate,decoupled evaluation,1
2015,fea_surrogate,deep Gaussian processes,1
2015,fea_surrogate,deep kernel learning,1
2015,fea_surrogate,deep neural networks,1
2015,fea_surrogate,design optimization,1
2015,fea_surrogate,design optimization under uncertainty,1
2015,fea_surrogate,design under uncertainty,1
2015,fea_surrogate,deterministic vs probabilistic,1
2015,fea_surrogate,differential equations,1
2015,fea_surrogate,digital image correlation,1
2015,fea_surrogate,dimension scheduling,1
2015,fea_surrogate,dimensionality reduction,2
2015,fea_surrogate,directional adaptation,1
2015,fea_surrogate,domain decomposition,1
2015,fea_surrogate,dynamic programming,1
2015,fea_surrogate,dynamic time warping,1
2015,fea_surrogate,dynamical systems,1
2015,fea_surrogate,electrical impedance tomography,1
2015,fea_surrogate,electro-thermal circuits,1
2015,fea_surrogate,electromagnetic compatibility,1
2015,fea_surrogate,emulation,1
2015,fea_surrogate,emulator,1
2015,fea_surrogate,engineering design,2
2015,fea_surrogate,engineering systems,1
2015,fea_surrogate,ensemble Kalman filter,1
2015,fea_surrogate,ensemble propagation,1
2015,fea_surrogate,ensemble smoother,1
2015,fea_surrogate,entropy search,2
2015,fea_surrogate,epistemic uncertainty,8
2015,fea_surrogate,error analysis,1
2015,fea_surrogate,error modeling,1
2015,fea_surrogate,evidence theory,3
2015,fea_surrogate,expensive black-box,1
2015,fea_surrogate,expensive computational model,1
2015,fea_surrogate,expensive objective,1
2015,fea_surrogate,expensive optimization,1
2015,fea_surrogate,expensive simulation,1
2015,fea_surrogate,experimental design,2
2015,fea_surrogate,experimental models,1
2015,fea_surrogate,expert combination,1
2015,fea_surrogate,exploration-exploitation,2
2015,fea_surrogate,extreme learning machine,2
2015,fea_surrogate,facility deployment,1
2015,fea_surrogate,factor of safety,1
2015,fea_surrogate,failure detection,1
2015,fea_surrogate,femur,2
2015,fea_surrogate,finite element,2
2015,fea_surrogate,finite element analysis,2
2015,fea_surrogate,finite element method,2
2015,fea_surrogate,finite element model,1
2015,fea_surrogate,finite element model updating,1
2015,fea_surrogate,finite element reanalysis,1
2015,fea_surrogate,fluid dynamics,1
2015,fea_surrogate,fluid flow,1
2015,fea_surrogate,fluid-structure interaction,3
2015,fea_surrogate,fractional flow reserve,1
2015,fea_surrogate,framework,1
2015,fea_surrogate,fuel cycle,1
2015,fea_surrogate,functional calibration,1
2015,fea_surrogate,functional data analysis,1
2015,fea_surrogate,functional principal components,1
2015,fea_surrogate,fuzzy set theory,1
2015,fea_surrogate,fuzzy sets,1
2015,fea_surrogate,gaussian processes,1
2015,fea_surrogate,global optimization,2
2015,fea_surrogate,global sensitivity analysis,4
2015,fea_surrogate,goodness-of-fit metrics,1
2015,fea_surrogate,gradient optimization,1
2015,fea_surrogate,gradient-enhanced,2
2015,fea_surrogate,gradient-enhanced kriging,1
2015,fea_surrogate,groundwater,1
2015,fea_surrogate,hemodynamics,1
2015,fea_surrogate,hidden Markov model,1
2015,fea_surrogate,hierarchical Tucker,1
2015,fea_surrogate,hierarchical adaptation,1
2015,fea_surrogate,hierarchical clustering,1
2015,fea_surrogate,hierarchical inverse problems,1
2015,fea_surrogate,high-dimensional,2
2015,fea_surrogate,high-dimensional approximation,1
2015,fea_surrogate,high-dimensional parameters,1
2015,fea_surrogate,high-dimensional problems,1
2015,fea_surrogate,high-order adjoint,1
2015,fea_surrogate,history matching,1
2015,fea_surrogate,homogenization,1
2015,fea_surrogate,hyper-reduced order model,1
2015,fea_surrogate,hyperelasticity,1
2015,fea_surrogate,hyperparameter optimization,1
2015,fea_surrogate,hyperparameter tuning,1
2015,fea_surrogate,identifiability,1
2015,fea_surrogate,importance sampling,1
2015,fea_surrogate,inequality constraints,1
2015,fea_surrogate,infinite horizon,1
2015,fea_surrogate,information gain,1
2015,fea_surrogate,information-based search,1
2015,fea_surrogate,injury criteria,1
2015,fea_surrogate,integrated variance,1
2015,fea_surrogate,inverse heat conduction,1
2015,fea_surrogate,inverse problem,2
2015,fea_surrogate,inverse problems,2
2015,fea_surrogate,iterative solver,1
2015,fea_surrogate,kernel method,1
2015,fea_surrogate,kernel methods,1
2015,fea_surrogate,knowledge distillation,1
2015,fea_surrogate,kriging,1
2015,fea_surrogate,land surface model,1
2015,fea_surrogate,large eddy simulation,1
2015,fea_surrogate,large-scale data,1
2015,fea_surrogate,laser weld,1
2015,fea_surrogate,least angle regression,1
2015,fea_surrogate,least-squares regularization,1
2015,fea_surrogate,likelihood-free inference,1
2015,fea_surrogate,linear model of coregionalization,1
2015,fea_surrogate,linear system solver,1
2015,fea_surrogate,local approximation,1
2015,fea_surrogate,local penalization,2
2015,fea_surrogate,lognormal diffusion,1
2015,fea_surrogate,low-fidelity calibration,1
2015,fea_surrogate,low-rank Hessian,1
2015,fea_surrogate,low-rank approximation,1
2015,fea_surrogate,low-rank tensor,1
2015,fea_surrogate,machine learning,2
2015,fea_surrogate,magnetoelectric sensor,1
2015,fea_surrogate,manufacturing defects,1
2015,fea_surrogate,material modeling,1
2015,fea_surrogate,material property estimation,1
2015,fea_surrogate,maximum likelihood estimation,1
2015,fea_surrogate,mechanical systems,1
2015,fea_surrogate,metamodel,1
2015,fea_surrogate,metamodel uncertainty,1
2015,fea_surrogate,metamodeling,1
2015,fea_surrogate,microstructure,1
2015,fea_surrogate,mini-minimax,1
2015,fea_surrogate,mixed uncertainty,1
2015,fea_surrogate,model calibration,3
2015,fea_surrogate,model order reduction,5
2015,fea_surrogate,model reduction,3
2015,fea_surrogate,model uncertainty,2
2015,fea_surrogate,model updating,1
2015,fea_surrogate,model validation,1
2015,fea_surrogate,model-based RL,1
2015,fea_surrogate,moment decomposition,1
2015,fea_surrogate,monotonicity,1
2015,fea_surrogate,multi-criteria decision making,1
2015,fea_surrogate,multi-dimensional,1
2015,fea_surrogate,multi-fidelity,4
2015,fea_surrogate,multi-fidelity kriging,1
2015,fea_surrogate,multi-level Monte Carlo,1
2015,fea_surrogate,multi-objective optimization,2
2015,fea_surrogate,multi-output Gaussian process,1
2015,fea_surrogate,multi-scale modeling,1
2015,fea_surrogate,multicanonical Monte Carlo,1
2015,fea_surrogate,multidisciplinary robust design optimization,1
2015,fea_surrogate,multidisciplinary system,1
2015,fea_surrogate,multilevel MCMC,1
2015,fea_surrogate,multilevel Monte Carlo,3
2015,fea_surrogate,multilevel QMC,1
2015,fea_surrogate,multilevel methods,1
2015,fea_surrogate,multiobjective optimal control,1
2015,fea_surrogate,multiple limit state functions,1
2015,fea_surrogate,multiscale,2
2015,fea_surrogate,multiscale methods,1
2015,fea_surrogate,multiscale modeling,2
2015,fea_surrogate,multivariate calibration,1
2015,fea_surrogate,neural network ensemble,1
2015,fea_surrogate,noise covariance,1
2015,fea_surrogate,noisy inputs,1
2015,fea_surrogate,non-intrusive,1
2015,fea_surrogate,non-intrusive reduced basis,1
2015,fea_surrogate,non-probabilistic convex model,1
2015,fea_surrogate,non-stationary,1
2015,fea_surrogate,non-stationary covariance,1
2015,fea_surrogate,nonlinear FE model updating,1
2015,fea_surrogate,nonlinear dynamics,1
2015,fea_surrogate,nonlinear systems,1
2015,fea_surrogate,nonprobabilistic,1
2015,fea_surrogate,nonstationarity,1
2015,fea_surrogate,nonstationary,1
2015,fea_surrogate,nuclear safety,1
2015,fea_surrogate,numerical benchmark,1
2015,fea_surrogate,numerical models,1
2015,fea_surrogate,online updating,1
2015,fea_surrogate,open source,1
2015,fea_surrogate,optimal sampling,1
2015,fea_surrogate,optimal transport,1
2015,fea_surrogate,optimization,5
2015,fea_surrogate,ordering constraints,1
2015,fea_surrogate,output-only,1
2015,fea_surrogate,palpation,1
2015,fea_surrogate,parallel computing,2
2015,fea_surrogate,parallel evaluation,1
2015,fea_surrogate,parallel optimization,1
2015,fea_surrogate,parameter estimation,2
2015,fea_surrogate,parameter identification,1
2015,fea_surrogate,parameter optimization,1
2015,fea_surrogate,parameter variability,1
2015,fea_surrogate,parameter variation,1
2015,fea_surrogate,parametric PDE,1
2015,fea_surrogate,parametric PDEs,1
2015,fea_surrogate,parametric model,1
2015,fea_surrogate,parametric model order reduction,1
2015,fea_surrogate,parametric models,1
2015,fea_surrogate,parametric study,1
2015,fea_surrogate,parametric systems,1
2015,fea_surrogate,parametric uncertainty,1
2015,fea_surrogate,particle MCMC,1
2015,fea_surrogate,passive control devices,1
2015,fea_surrogate,patient-specific,2
2015,fea_surrogate,patient-specific modeling,1
2015,fea_surrogate,patient-specific simulation,1
2015,fea_surrogate,pedestrian collision,1
2015,fea_surrogate,performance,1
2015,fea_surrogate,pillars framework,1
2015,fea_surrogate,polymers,1
2015,fea_surrogate,polynomial approximation,1
2015,fea_surrogate,polynomial chaos,11
2015,fea_surrogate,polynomial chaos expansion,13
2015,fea_surrogate,polynomial chaos expansions,2
2015,fea_surrogate,polynomial expansions,1
2015,fea_surrogate,polynomial interpolation,2
2015,fea_surrogate,poroelasticity,1
2015,fea_surrogate,porous media,1
2015,fea_surrogate,posterior estimation,2
2015,fea_surrogate,potential energy surface,1
2015,fea_surrogate,predictive capability maturity model,1
2015,fea_surrogate,preliminary design,1
2015,fea_surrogate,preposterior analysis,1
2015,fea_surrogate,principle of heredity,1
2015,fea_surrogate,probabilistic,1
2015,fea_surrogate,probabilistic framework,1
2015,fea_surrogate,probabilistic methods,1
2015,fea_surrogate,projection-based methods,1
2015,fea_surrogate,proper orthogonal decomposition,3
2015,fea_surrogate,proximal femur,1
2015,fea_surrogate,proxy-based method,1
2015,fea_surrogate,pseudo spectral projection,1
2015,fea_surrogate,query efficiency,1
2015,fea_surrogate,radial basis functions,1
2015,fea_surrogate,random predictor models,1
2015,fea_surrogate,random process models,1
2015,fea_surrogate,reduced basis,1
2015,fea_surrogate,reduced order methods,1
2015,fea_surrogate,reduced order modeling,1
2015,fea_surrogate,reduced-order model,3
2015,fea_surrogate,reduced-order modeling,3
2015,fea_surrogate,registration,1
2015,fea_surrogate,regression,2
2015,fea_surrogate,reinforcement learning,1
2015,fea_surrogate,reliability,1
2015,fea_surrogate,reliability analysis,5
2015,fea_surrogate,reliability assessment,1
2015,fea_surrogate,residual-based,1
2015,fea_surrogate,response surface,2
2015,fea_surrogate,response surface surrogate,1
2015,fea_surrogate,robot control,1
2015,fea_surrogate,robotics,1
2015,fea_surrogate,robust design optimization,1
2015,fea_surrogate,robust optimization,1
2015,fea_surrogate,safe optimization,1
2015,fea_surrogate,safety boundary,1
2015,fea_surrogate,sailing yacht hull,1
2015,fea_surrogate,sample efficiency,1
2015,fea_surrogate,sampling efficiency,2
2015,fea_surrogate,sampling method,1
2015,fea_surrogate,sampling methods,1
2015,fea_surrogate,sampling strategy,1
2015,fea_surrogate,scalability,5
2015,fea_surrogate,scenario optimization,1
2015,fea_surrogate,selective sampling,1
2015,fea_surrogate,sensitivity analysis,7
2015,fea_surrogate,sequential decision,1
2015,fea_surrogate,sequential refinement,1
2015,fea_surrogate,sequential sampling,1
2015,fea_surrogate,ship hydrodynamics,1
2015,fea_surrogate,simulation,1
2015,fea_surrogate,single ventricle palliation,1
2015,fea_surrogate,software framework,2
2015,fea_surrogate,space-mapping,1
2015,fea_surrogate,sparse PCE,1
2015,fea_surrogate,sparse approximation,3
2015,fea_surrogate,sparse approximations,1
2015,fea_surrogate,sparse gPC,1
2015,fea_surrogate,sparse grid,3
2015,fea_surrogate,sparse grid collocation,1
2015,fea_surrogate,sparse grids,1
